task,scope,higher_group_mean,lower_group_mean,group_stage_difference,full_tournament_difference
01_goals,original_sample,2.0166666666666666,1.1333333333333333,0.8833333333333333,0.8120833333333336
01_goals,full_census,1.9444444444444444,1.0416666666666667,0.9027777777777777,0.8163194444444443
03_shots,original_sample,14.816666666666666,10.1,4.716666666666667,4.635416666666666
03_shots,full_census,14.736111111111112,9.930555555555555,4.805555555555557,4.518402777777776
