group,N,n,mean,sd,median,min,max,ci_low,ci_high,finite_ci_low,finite_ci_high,census_mean
Higher,24,20,1.7912500000000002,0.715203908068852,2.0,0.5,2.75,1.4565242674959569,2.1259757325040436,1.6545987919309604,1.92790120806904,1.7295138888888892
Lower,24,20,0.9791666666666667,0.5430279789890317,0.8333333333333333,0.3333333333333333,2.1666666666666665,0.7250217494107121,1.2333115839226214,0.8754124386668434,1.08292089466649,0.9131944444444443
