group,N,n,mean,sd,median,min,max,ci_low,ci_high,finite_ci_low,finite_ci_high,census_mean
Qualified,32,24,1.1805555555555556,0.5199327963510448,1.3333333333333333,0.3333333333333333,2.0,0.9610071905854787,1.4001039205256325,1.0707813730705171,1.290329738040594,1.1354166666666667
Eliminated,16,12,1.5833333333333333,0.5527707983925667,1.5,0.3333333333333333,2.3333333333333335,1.2321195239945268,1.9345471426721397,1.40772642866393,1.7589402380027366,1.4375
